code,is_vulnerable,urgency_score,source_dataset,cwe,vulnerability_type,source
"def ping_host(hostname):
    result = subprocess.run(f""ping -c 4 {hostname}"", shell=True)
    return result.stdout",1,99.90578548795062,cve_like_training.csv,CWE-78,command_injection,cve_like
"def main():
    import pandas as pd",0,7.41370354023164,training_dataset.csv,None,safe,safe_code
"def ping_host(hostname):
    result = subprocess.run(f""ping -c 4 {hostname}"", shell=True)
    return result.stdout",1,94.721415116842,cve_like_training.csv,CWE-78,command_injection,cve_like
"def read_file(filename):
    with open(f""uploads/{filename}"", 'r') as f:
        return f.read()",1,81.79284013084734,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,22.93548336082478,cve_like_training.csv,None,safe,safe_code
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,15.137362616784507,cve_like_training.csv,None,safe,safe_code
"# API endpoint
SECRET_KEY = 'my-secret-key-123'",1,59.08855710487074,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def handle_request(user_input):
    cursor.execute('SELECT * FROM table WHERE col=' + str(value))",1,100.0,training_dataset.csv,CWE-89,sql_injection,pattern_analysis
"def login(username, password):
    sql = f""SELECT * FROM users WHERE username='{username}' AND password='{password}'""
    return db.execute(sql).fetchone()",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"def connect_to_db():
    password = ""admin123""
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",1,93.67263507262862,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def parse_xml(xml_data):
    from lxml import etree
    doc = etree.parse(xml_data)
    return doc",1,80.0,real_cve_dataset.csv,CWE-611,xxe,pattern_analysis
"def process_xml(xml_file):
    from xml.dom import minidom
    doc = minidom.parse(xml_file)
    return doc",1,80.0,real_cve_dataset.csv,CWE-611,xxe,pattern_analysis
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,18.636341815845547,cve_like_training.csv,None,safe,safe_code
"def main():
    logger.info('Processing complete')",0,26.353209551302257,training_dataset.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def authenticate():
    API_KEY = ""sk-1234567890abcdef""
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",1,91.3418872958483,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def load_session(session_data):
    import pickle
    return pickle.loads(session_data)",1,81.91502725227592,cve_like_training.csv,CWE-502,deserialization,cve_like
"def render_user_profile(name, bio):
    from markupsafe import escape
    return f""<h1>{escape(name)}</h1><p>{escape(bio)}</p>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
if x > 0: print(x),0,12.974469034899958,training_dataset.csv,None,safe,safe_code
sql = f'DROP TABLE {table_name}',1,58.64110821469647,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def read_file(filename):
    with open(f""uploads/{filename}"", 'r') as f:
        return f.read()",1,75.3539258924925,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def login(username, password):
    sql = f""SELECT * FROM users WHERE username='{username}' AND password='{password}'""
    return db.execute(sql).fetchone()",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,15.851255064022094,cve_like_training.csv,None,safe,safe_code
"subprocess.call(cmd, shell=True)",1,100.0,training_dataset.csv,CWE-78,command_injection,pattern_analysis
"def render_user_profile(name, bio):
    html = f""<h1>{name}</h1><p>{bio}</p>""
    return html",1,82.17060237012741,cve_like_training.csv,CWE-79,xss,cve_like
"def connect_to_db():
    password = ""admin123""
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"# API endpoint
db.query(f'UPDATE users SET email={email} WHERE id={uid}')",1,45.31551390010589,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def deserialize_user(data):
    import pickle
    user = pickle.loads(data)
    return user",1,81.00609406484529,cve_like_training.csv,CWE-502,deserialization,cve_like
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,14.685711541078092,cve_like_training.csv,None,safe,safe_code
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def authenticate():
    API_KEY = ""sk-1234567890abcdef""
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"def load_xml_config(xml_string):
    import xml.etree.ElementTree as ET
    root = ET.fromstring(xml_string)
    return root",1,75.53016452094033,cve_like_training.csv,CWE-611,xxe,cve_like
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def login(username, password):
    sql = f""SELECT * FROM users WHERE username='{username}' AND password='{password}'""
    return db.execute(sql).fetchone()",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,21.581504831953588,cve_like_training.csv,None,safe,safe_code
"# User input handler
try:
    shutil.rmtree(user_directory)
except: pass",1,73.21892657930687,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def load_template(template_name):
    path = ""templates/"" + template_name
    return open(path).read()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def restore_object(data):
    import json
    obj = json.loads(base64.b64decode(data))
    return obj",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def convert_image(input_file, output_file):
    cmd = f""convert {input_file} {output_file}""
    os.system(cmd)",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def deserialize_user(data):
    import pickle
    user = pickle.loads(data)
    return user",1,80.0,real_cve_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def connect_to_db():
    password = ""admin123""
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"def search_products(category):
    query = ""SELECT * FROM products WHERE category='"" + category + ""'""
    cursor.execute(query)",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def authenticate():
    API_KEY = ""sk-1234567890abcdef""
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"def restore_object(data):
    import pickle
    obj = pickle.loads(base64.b64decode(data))
    return obj",1,80.0,real_cve_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
xml.etree.ElementTree.parse(file),1,75.31302472979799,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def restore_object(data):
    import json
    obj = json.loads(base64.b64decode(data))
    return obj",0,23.015566811116976,cve_like_training.csv,None,safe,safe_code
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def encrypt_data(data):
    key = ""my_secret_key_12345""
    cipher = AES.new(key.encode(), AES.MODE_EAX)
    return cipher.encrypt(data)",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"cursor.execute(f""INSERT INTO logs (msg) VALUES ('{message}')"")",1,100.0,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,13.736457559883448,cve_like_training.csv,None,safe,safe_code
"def login(username, password):
    sql = f""SELECT * FROM users WHERE username='{username}' AND password='{password}'""
    return db.execute(sql).fetchone()",1,94.30697189147544,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,15.55156934500866,cve_like_training.csv,None,safe,safe_code
"def read_xml_data(xml_content):
    import xml.sax
    parser = xml.sax.make_parser()
    parser.parse(xml_content)",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def download_url(url):
    subprocess.call(f""wget {url}"", shell=True)",1,91.04321389895752,cve_like_training.csv,CWE-78,command_injection,cve_like
"def load_template(template_name):
    path = ""templates/"" + template_name
    return open(path).read()",1,79.29787112376609,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,21.09991078174197,cve_like_training.csv,None,safe,safe_code
print(f'Result: {result}'),0,21.865315924008023,training_dataset.csv,None,safe,safe_code
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,19.589233522549463,cve_like_training.csv,None,safe,safe_code
"def login(username, password):
    sql = f""SELECT * FROM users WHERE username='{username}' AND password='{password}'""
    return db.execute(sql).fetchone()",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,17.976618475783013,cve_like_training.csv,None,safe,safe_code
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def backup_file(filename):
    os.system(f""tar -czf backup.tar.gz {filename}"")",1,91.37776370867697,cve_like_training.csv,CWE-78,command_injection,cve_like
"def search_results(query):
    return f""<div>Results for: {query}</div>""",1,86.6643295381493,cve_like_training.csv,CWE-79,xss,cve_like
"def compile_template(template):
    compiled = compile(template, '<string>', 'exec')
    exec(compiled)",1,94.5380510179528,cve_like_training.csv,CWE-94,code_injection,cve_like
"def ping_host(hostname):
    result = subprocess.run(f""ping -c 4 {hostname}"", shell=True)
    return result.stdout",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,18.828336170918035,cve_like_training.csv,None,safe,safe_code
